authorDisplayName,authorProfileImageUrl,likeCount,publishedAt,updatedAt,comment
Megan Santiago,https://yt3.ggpht.com/ytc/AOPolaQWdkug_s1nig7KxShG4mjznsdHrt2hUYeAVg=s48-c-k-c0x00ffffff-no-rj,0,2023-03-02T21:09:34Z,2023-03-02T21:09:34Z,The teacher’s unions have ruined the school system.  Teachers are unwilling to admit this.
kfrb1,https://yt3.ggpht.com/ytc/AOPolaRYpCnvRPYO7fxFQL67IMAYt7_-s5WAs8pZ4A=s48-c-k-c0x00ffffff-no-rj,0,2023-03-08T18:27:39Z,2023-03-08T18:27:39Z,CA has laws that require your homeschool be a private school. Laws very from state to state.
Clark42EoC,https://yt3.ggpht.com/ytc/AOPolaSI7jPwFlVVkmscFTqaMRn-ioFs2y__Ati7TKr0=s48-c-k-c0x00ffffff-no-rj,0,2023-03-31T03:21:20Z,2023-03-31T03:21:20Z,He didn't answer her question correctly. How would opposing Raylee's Law protect the homeschooling community? Well the fact is the wording of Raylee's law included 'suspected of' so that law was open to the potential for abuse and potential motive could of been as simple as public school funding. Without that particular wording I doubt they would of opposed the law.
Tea Tree,https://yt3.ggpht.com/OOUyQgmibfDdwCCJpwsuQWN2f8_PETQF0KkswhFisYxCelYYWhYT43AOxC8pOk70fUSlDD01=s48-c-k-c0x00ffffff-no-rj,0,2023-01-31T03:47:03Z,2023-01-31T03:47:03Z,Excellent! 💯Home School is the TOPS!!!💫
Finarfin Noldorin,https://yt3.ggpht.com/ytc/AOPolaR34Ds6iJKOEoA2tL7xOB0s-dUb888kkHfBzLym=s48-c-k-c0x00ffffff-no-rj,0,2023-01-20T15:02:57Z,2023-01-20T15:15:51Z,This is how children learn. student centered and hands on education works. Meeting a quota is killing our schools. If a Muslem taught a Christian child religion without the parents permission there would be outrage. It is a two way street. Respect the religion and culture of others. Home schooling puts control back into the hands of parents. Mine will learn respect for those who are different. That's the power of home schooling.
OSSEF9,https://yt3.ggpht.com/ytc/AOPolaTmWZuCAmtTfxurifyfVqHzvpKKNBz0EhpzEM4a=s48-c-k-c0x00ffffff-no-rj,0,2023-02-09T03:27:47Z,2023-02-09T03:27:47Z,I’d send my kid here. Public school systems are a complete failure and disgrace
David Hutchinson,https://yt3.ggpht.com/ytc/AOPolaSHoZjxuS6wCXxzHNY4g039pSx8shOugIHeYg=s48-c-k-c0x00ffffff-no-rj,0,2023-01-30T11:24:28Z,2023-01-30T11:24:28Z,"I think we could learn from the Fins when it comes to education.  They invested heavily, VERY heavily in public education.  And the whole nation is the better for it."
Forgot it.,https://yt3.ggpht.com/Itpbei1eTZggKXIhxTxlo5F-SJyT1huHcP8ikjDZyigKCzMhfGlk32Yd6xkHvXmbTTjeP8MpSA=s48-c-k-c0x00ffffff-no-rj,0,2023-03-14T17:48:22Z,2023-03-14T17:48:22Z,Vice is so good at pushing their points aren’t they. 😂
MEGA1FILM,https://yt3.ggpht.com/ytc/AOPolaTtkQDdTNtNNmiftggosP4cqFb2h5t5EEhWVYA4LA=s48-c-k-c0x00ffffff-no-rj,0,2023-02-14T15:21:00Z,2023-02-14T15:21:00Z,"I have a home where I have no children in the area school, yet pay for other people's children to be uneducated in the crap school system. That is theft of my hard earned money..I'm sure many are in this situation.."
Elaine Hansen,https://yt3.ggpht.com/ytc/AOPolaQPRt_mWuS80OwN4Js0yr9doVRjIV3qQYbV1vqIyEqoXdJjeuekErftKUiShLjL=s48-c-k-c0x00ffffff-no-rj,0,2023-06-04T00:37:23Z,2023-06-04T00:37:23Z,"This right here gives me actual HOPE for the future of my country.. This Right fricking here will ELIMINATE school schoolings, which is all the US education system is producing these days... And it's sad how vice is trying to demonize these parents"
Sage H,https://yt3.ggpht.com/ytc/AOPolaQXpZGctD-jPd5yoX73aIL53lFYz6ijn_oFqTUXFwJTXiAd82iJywR0Q8K8OKm7=s48-c-k-c0x00ffffff-no-rj,0,2023-01-30T06:20:30Z,2023-01-30T06:20:30Z,Yep but on the flip side abusive parents will use homeschooling to hide what they are doing.
Damaris Lewer,https://yt3.ggpht.com/ytc/AOPolaRp6mX8GLvCNdcW3LeVciUxHX3-UvefVor-nj2k8nLaLyF0kNWnb2Wbc4vrZMb0=s48-c-k-c0x00ffffff-no-rj,0,2023-02-28T03:52:42Z,2023-02-28T03:52:42Z,What wasn't mentioned was that government education was not a thing for a 75-135 years (depending on the state) of our nation's history. This piece frames the conversation as if this history never existed.
butch noneed,https://yt3.ggpht.com/ytc/AOPolaTO2k9wLD8qXudNXCJZBhM3taK3YUTAgqH5BcbLrHIr2QvbXOLjCFICM6QHyStv=s48-c-k-c0x00ffffff-no-rj,0,2023-01-25T07:54:31Z,2023-01-25T07:54:31Z,"kathy hess krauss, I was the same way i home schooled my son I taught him how to learn, and even today my son will tell you most people do not know how to learn and he thanks me.  the issue is the schools loose money if your child does not attend. i have had friends have their children taken away from them claming child abuse. it comes down to money."
David FISHER,https://yt3.ggpht.com/ytc/AOPolaSEJWzG12Zhn-pXFEspdRQvz73qmwx3zaO2GQ=s48-c-k-c0x00ffffff-no-rj,0,2023-03-30T22:38:01Z,2023-03-30T22:38:01Z,"3 of my kids got snatched by the state one year on some trumped-up charges.  The judge in charge of the case did NOT follow state law but the 2 attorneys who supposedly worked for me both said the judge did not have to follow the law!  He could basically do whatever he wanted in his court.  I was not allowed (can you believe that?!?) to present state laws or scientific studies refuting the judges claims to the court.  ..One thing I did early on, was I listened to all the people claiming my kids lacked social skills & academic skills, then I said, ""Ok!  Let's test that!""  They had already passed medical exams and shown excellent fitness (contrary to the claims that they lacked it from not getting organized sports -they didn't consider martial arts, nature skills & swordplay to be ""organized?"")  I cited EVERY SINGLE CLAIM against my kids and suggested they be tested.  ..After 3 months in public schools ALL their teachers said they were good students and that they showed no problems interacting with either adults or students.  They were tested using all the standardized tests available in the state (I recommended some from Texas, but they declined those).  I scolded one of my kids because on one of her tests she ""only"" scored 90%.  Most tests placed my kids in the 93-99% range.  After testing my older daughter was skipped ahead a grade in mathematics.  They were examined by psychologists who gave glowing reports (nice, sense I had already identified 3 others in case one of the state-hired shrinks gave a false report; that saved me some money)...With 100% of the claims proven to be false, the judge then decided to attack our schooling methods (despite them being very similar to some of the most elite private schools in North America).  He demanded an entire year of lesson plans for each child to include readings & questions, exams, etc.  NOTE: ZERO public school teachers must do that...There is extreme hostility to homeschooling by leftists who believe Christian parents have no right to educate their own children!"
james barry,https://yt3.ggpht.com/pI0nMuZIcWMsccXTo6xF1AFKL-o7UpFMAClfXdF2WyG2cr9z6BePyTKNN_5xsGIf1rxR4GrEbHc=s48-c-k-c0x00ffffff-no-rj,0,2023-02-03T23:12:09Z,2023-02-03T23:12:09Z,"This is what you need to educate your children at home. A governess.  A Governess woman employed as a private tutor, who teaches and trains a child or children in their home. A governess often lives in the same residence as the children she is teaching. In contrast to a nanny, the primary role of a governess is teaching, rather than meeting the physical needs of children; hence a governess is usually in charge of school-aged children, rather than babies..The position of governess used to be common in affluent European families before the First World War, especially in the countryside where no suitable school existed nearby and when parents preferred to educate their children at home rather than send them away to boarding school for months at a time, and varied across time and countries. Governesses were usually in charge of girls and younger boys. When a boy was old enough, he left his governess for a tutor or a school..These people are just poor."
EricM HowardII,https://yt3.ggpht.com/ytc/AOPolaRrp7mIMB1EfHeISoMHXM0il5PPN0RjauVrsMgZX1i2ItcOeOgyzaFSZtQQt3NR=s48-c-k-c0x00ffffff-no-rj,0,2023-07-05T22:48:45Z,2023-07-05T22:48:45Z,Safety is another reason why home schooling needs to be an consideration that needs to be accounted for in Urban areas such as Philadelphia.
Original everything else is carbon copy,https://yt3.ggpht.com/ytc/AOPolaQXDIRmzZShh1HvQuxfaso2RzUWuVOl3bMVoA=s48-c-k-c0x00ffffff-no-rj,0,2023-01-16T13:51:36Z,2023-01-16T13:51:36Z,"Not to mention homeschoolers are very smart, I have noticed that. Its probably because they get more attention then they would in these overpopulated public schools"
Evelyn Rush,https://yt3.ggpht.com/ytc/AOPolaQk4luy3jkZq17-vVeFtlxkoNiUBCKj-X8n1CBCRw=s48-c-k-c0x00ffffff-no-rj,0,2023-03-16T21:48:38Z,2023-03-16T21:48:38Z,I hate how the teacher is trying to shame the parents for wanting a better future for the kids and doing something about it her bringing up how she left her books to get her kids book to get sympathy is crazy most jobs require you to buy your own tools equipment and supplies
Younghotebony,https://yt3.ggpht.com/ytc/AOPolaQvI5ujIjXuLWiRNinWKa9gkT761srI1wwcA64BPm0nXaS9VN3EIa5Y4iT9RH_5=s48-c-k-c0x00ffffff-no-rj,0,2023-04-01T22:52:53Z,2023-04-01T22:52:53Z,"It feels like vice really missed an opportunity to have an interesting conversation with this one. It feels like they started off with an agenda and worked backwards. The more we call opinions that are perceived as “right wing” as stupid, the more we move farther away from what’s best for anyone, especially children. PS: I’m a Christian, left leaning, public school educated college graduate with interests in homeschooling my children (for a while!) whenever I have them. I’ve also worked in the public school system and worked for other non-profit educational endeavors (not the church). Just putting all that out there for anyone waiting to talk to me like I’m clueless🤣"
David FISHER,https://yt3.ggpht.com/ytc/AOPolaSEJWzG12Zhn-pXFEspdRQvz73qmwx3zaO2GQ=s48-c-k-c0x00ffffff-no-rj,0,2023-03-30T22:36:09Z,2023-03-30T22:36:09Z,"There are numerous sorts of homeschools.  I registered as a state schoolmaster halfway through doing homeschool.  All told, I homeschooled my kids for over 25 years while also taking college course and working full time (and then some -US Army) myself...Kids do NOT learn as well in the classroom environment as they can learn from a good homeschool leader.  You cannot learn independence, critical thinking & self-study when every single topic is dictated...Rather than pushing agendas, it is best to show kids all primary sides of an issue, then let them decide for themselves. The QUALITY of their beliefs are much stronger than if they simply regurgitate the opinions of others.  They are more able to tackle new issues and to evaluate sources for bias, veracity & feasibility."
VecToon,https://yt3.ggpht.com/ytc/AOPolaSlZFYBi-rDB0h1aVEeKEfEp8N3zlXM47FerQ=s48-c-k-c0x00ffffff-no-rj,0,2023-02-07T19:56:11Z,2023-02-07T19:56:11Z,How can someone be pro-life and not want a quality education for all kids?
Monica B,https://yt3.ggpht.com/ytc/AOPolaTdjGfrZcIcBZBLvyQifXg5DRXYJcClFUn03nbyIg=s48-c-k-c0x00ffffff-no-rj,0,2023-03-14T19:02:08Z,2023-03-14T19:02:08Z,I could cry watching this. Here they are learning real things that are useful. I feel absolutely robbed of my life from being indoctrinated into the bullshit education and religious dogmas. Bless these wonderful humans.
Nathan Johnston,https://yt3.ggpht.com/07X65KR6UOIDObI6Y2yGqWtQXZ60MfSJfEwnTfXM0CrkngBZtOR0JLWCyIwv4K4V0_73WIh8=s48-c-k-c0x00ffffff-no-rj,0,2023-02-27T19:42:49Z,2023-02-27T19:43:52Z,My parents now raise my younger brothers and sisters as non-registered homeschoolers.
59Gretsch,https://yt3.ggpht.com/ytc/AOPolaQhBrdZsnHY4Gq4gaVCzmwcSMneaV61oT9bVSh8=s48-c-k-c0x00ffffff-no-rj,0,2023-02-26T16:48:40Z,2023-02-26T16:48:40Z,"Apparently you’ve home schooling organizations get involved in politics through their private donors it’s “concerning“ or may be scary. When teachers unions do the same thing on scale, No problem."
Abdussalam,https://yt3.ggpht.com/ytc/AOPolaRjgefwaFsAanUAfbxOWkc9ev521XYhnDvcOXvAXg=s48-c-k-c0x00ffffff-no-rj,0,2023-03-06T15:46:06Z,2023-03-06T15:46:06Z,"As a Muslim, I totally agree with the parents who want to maintain traditional values by embracing homeschooling. Every child deserves to be morally upright as he/she grows. The public school system would only create degenerates who would major in debauchery than morality."
Butter-biscuit22,https://yt3.ggpht.com/kEsqZKRBahjDFiL9ftkEerrcwKlJ4eJpXGDW-wu2GveGX5gbOSA6fpTGIYgOmabMD3ilLvdsYw=s48-c-k-c0x00ffffff-no-rj,0,2023-03-30T17:29:55Z,2023-03-30T17:46:11Z,"In my opinion school promotes children’s social development. At a young age it’s very important to expose your children to social interaction with their peers otherwise they’re most likely to grow up being socially inept and not know how to interact and function with others in the world. I can say with my experience when I went back to school after being home all the time it was very hard for me to adapt and interact with my peers. Yes I loved being home, but when re-entering society it was incredibly difficult ..If you want your kid to be homeschooled, ask them later in life when they KNOW and are developed enough to make decisions"
"Christopher Goodson, Esq",https://yt3.ggpht.com/ytc/AOPolaRIKeOpIPMazuYfRGAr09l6wyhvewp9O12am7nxCQ=s48-c-k-c0x00ffffff-no-rj,0,2023-03-05T16:05:19Z,2023-03-05T16:05:19Z,"The law is West Virginia is an exception. When I pulled my kids out of public school in New Jersey the school system continued to get all of the same funding. Now the class size is smaller. Now the school needs less books. In almost all states, homeschooling reduces the drain on resources for public schools kids without reducing the funding."
